"cart_item_id,cart_id,product_id,quantity,price"
"453,165,636,1,455.9"
"454,165,705,2,218.47"
"455,166,499,1,365.82"
"456,166,417,2,696.61"
"457,166,782,4,623.56"
"458,166,143,3,829.96"
"459,166,789,5,946.53"
"460,167,870,4,966.02"
"461,168,613,1,781.86"
"462,168,373,5,577.73"
"463,168,405,2,545.55"
"464,168,322,2,799.42"
"465,169,756,2,688.03"
"466,169,22,2,178.61"
"467,169,951,2,241.44"
"468,169,859,1,708.66"
"469,169,383,4,522.43"
"470,170,783,5,571.93"
"471,170,90,5,637.08"
"472,171,148,2,227.89"
"473,171,842,5,100.43"
"474,171,808,1,160.24"
"475,171,408,4,891.56"
"476,172,501,5,642.81"
"477,172,573,2,733.01"
"478,173,603,4,636.99"
"479,174,810,1,699.57"
"480,174,202,2,918.74"
"481,174,840,4,566.49"
"482,175,882,4,988.89"
"483,175,188,1,181.08"
"484,175,450,4,286.88"
"485,175,276,2,233.98"
"486,175,171,2,736.86"
"487,176,236,3,365.28"
"488,176,239,5,944.79"
"489,176,562,5,329.48"
"490,176,699,4,877.24"
"491,176,887,2,829.85"
"492,177,955,4,113.92"
"493,177,740,5,309.19"
"494,177,56,4,856.59"
"495,177,843,4,683.31"
"496,178,640,4,366.82"
"497,179,480,1,734.92"
"498,179,800,5,208.71"
"499,179,805,3,221.09"
"500,179,221,1,609.34"
"501,179,605,2,481.41"
"502,180,507,3,145.46"
"503,180,827,1,424.06"
"504,180,77,1,161.84"
"505,180,189,3,711.57"
"506,180,410,2,910.91"
"507,181,326,2,417.33"
"508,181,992,1,322.85"
"509,181,533,1,52.0"
"510,182,366,3,805.17"
"511,182,690,1,536.68"
"512,182,602,2,108.43"
"513,183,625,4,38.68"
"514,183,153,4,928.62"
"515,183,449,3,485.23"
"516,184,193,2,837.37"
"517,185,216,2,339.57"
"518,185,958,3,260.4"
"519,186,546,3,26.19"
"520,187,349,4,939.7"
"521,188,616,2,302.37"
"522,188,579,1,561.98"
"523,188,105,3,90.0"
"524,188,58,4,710.48"
"525,188,132,3,568.85"
"526,189,186,3,490.66"
"527,189,920,4,234.66"
"528,189,181,1,795.73"
"529,190,846,4,932.25"
"530,190,69,5,253.55"
"531,190,473,4,863.97"
"532,190,224,1,601.66"
"533,190,746,1,887.82"
"534,191,394,1,931.64"
"535,191,920,2,234.66"
"536,191,649,5,394.96"
"537,192,873,4,371.82"
"538,192,548,1,238.39"
"539,192,579,1,561.98"
"540,193,53,4,409.72"
"541,193,114,1,325.68"
"542,193,810,1,699.57"
"543,193,970,1,741.68"
"544,194,712,4,489.02"
"545,194,951,3,241.44"
"546,194,289,4,582.76"
"547,195,61,4,929.81"
"548,195,572,1,792.88"
"549,195,227,2,539.43"
"550,195,305,3,35.31"
"551,195,238,2,191.73"
"552,196,212,4,73.49"
"553,196,621,4,962.74"
"554,196,350,4,500.08"
"555,197,5,5,166.97"
"556,197,140,5,57.08"
"557,197,428,4,505.35"
"558,197,394,3,931.64"
"559,198,532,5,398.82"
"560,198,854,4,569.23"
"561,198,360,4,537.74"
"562,199,856,3,305.36"
"563,200,212,2,73.49"
"564,200,852,4,325.42"
"565,200,501,3,642.81"
"566,200,313,1,352.26"
"567,200,908,3,567.94"
"568,201,739,2,534.6"
"569,202,203,1,553.13"
"570,203,23,2,864.38"
"571,203,810,3,699.57"
"572,203,852,5,325.42"
"573,203,914,5,305.97"
"574,203,494,5,650.14"
"575,204,958,4,260.4"
"576,204,310,2,590.61"
"577,205,998,1,316.88"
"578,205,545,1,478.54"
"579,205,804,5,660.0"
"580,205,63,2,619.75"
"581,206,709,5,56.22"
"582,206,78,1,271.65"
"583,206,516,4,802.5"
"584,206,771,2,56.65"
"585,206,729,4,698.67"
"586,207,974,5,462.45"
"587,207,377,1,881.8"
"588,207,692,3,201.71"
"589,207,360,3,537.74"
"590,207,519,3,417.84"
"591,208,339,3,327.25"
"592,209,449,4,485.23"
"593,210,376,3,153.99"
"594,210,952,2,396.08"
"595,210,141,3,399.62"
"596,210,256,1,443.7"
"597,211,821,2,146.03"
"598,212,218,2,972.42"
"599,212,11,4,701.51"
"600,213,489,5,681.28"
"601,213,291,2,492.05"
"602,214,384,3,692.82"
"603,214,574,2,65.57"
"604,214,31,4,839.23"
"605,214,900,4,339.8"
"606,215,483,1,901.18"
"607,215,705,4,218.47"
"608,215,813,4,532.06"
"609,216,957,4,796.23"
"610,216,302,1,301.16"
"611,216,638,5,40.0"
"612,216,92,4,622.36"
"613,216,100,3,371.85"
"614,217,308,5,653.08"
"615,218,437,2,250.61"
"616,218,370,3,943.62"
"617,218,134,1,378.26"
"618,218,651,1,167.15"
"619,219,555,4,511.92"
"620,220,252,5,21.8"
"621,220,152,5,60.94"
"622,220,214,1,287.04"
"623,220,117,1,939.74"
"624,220,401,2,433.15"
"625,221,264,3,647.19"
"626,221,676,4,943.4"
"627,221,165,3,153.78"
"628,222,597,5,174.29"
"629,222,559,2,113.57"
"630,222,620,2,47.21"
"631,223,445,5,672.51"
"632,223,185,1,287.03"
"633,223,135,1,748.36"
"634,223,833,1,365.22"
"635,224,610,1,345.95"
"636,224,704,3,420.73"
"637,225,188,1,181.08"
"638,225,684,3,361.81"
"639,225,771,1,56.65"
"640,226,772,5,176.17"
"641,226,844,3,278.71"
"642,226,532,5,398.82"
"643,226,997,1,551.9"
"644,227,745,4,891.98"
"645,227,211,2,213.7"
"646,228,779,2,299.12"
"647,228,651,2,167.15"
"648,228,662,4,516.75"
"649,228,638,5,40.0"
"650,229,34,3,858.09"
"651,229,647,5,845.18"
"652,229,998,1,316.88"
"653,230,407,5,821.93"
"654,230,13,4,179.17"
"655,230,392,1,760.03"
"656,230,464,1,957.02"
"657,231,540,4,564.0"
"658,231,158,3,20.25"
"659,231,103,5,952.76"
"660,231,591,4,418.03"
"661,231,293,2,571.55"
"662,232,930,4,959.39"
"663,232,580,4,337.37"
"664,232,96,1,948.96"
"665,232,173,1,826.07"
"666,232,227,1,539.43"
"667,233,435,3,675.04"
"668,233,330,4,952.57"
"669,233,263,2,403.78"
"670,234,403,5,464.04"
"671,234,483,4,901.18"
"672,234,831,1,155.56"
"673,234,384,2,692.82"
"674,235,405,2,545.55"
"675,235,921,2,114.15"
"676,235,641,3,95.23"
"677,235,807,3,679.77"
"678,236,58,3,710.48"
"679,236,774,5,611.03"
"680,236,352,5,778.05"
"681,236,426,1,580.46"
"682,236,38,4,881.6"
"683,237,472,3,600.35"
"684,237,981,5,200.51"
"685,238,735,2,19.18"
"686,238,952,2,396.08"
"687,239,845,5,152.26"
"688,239,874,5,380.22"
"689,239,331,2,780.95"
"690,240,902,3,729.43"
"691,240,434,4,552.79"
"692,240,746,3,887.82"
"693,240,19,1,370.5"
"694,241,701,5,108.74"
"695,241,335,5,917.05"
"696,241,13,1,179.17"
"697,241,48,5,602.25"
"698,242,362,4,394.41"
"699,242,463,3,680.69"
"700,242,930,4,959.39"
"701,243,188,3,181.08"
"702,243,483,3,901.18"
"703,243,102,1,442.92"
"704,244,873,4,371.82"
"705,244,98,4,803.6"
"706,244,298,4,560.47"
"707,245,777,2,502.82"
"708,245,954,2,12.05"
"709,246,181,5,795.73"
"710,246,271,2,356.83"
"711,246,957,3,796.23"
"712,246,856,2,305.36"
"713,247,82,5,275.15"
"714,247,233,2,727.94"
"715,248,155,3,208.13"
"716,248,748,1,637.44"
"717,248,794,4,858.38"
"718,248,683,1,825.92"
"719,249,748,1,637.44"
"720,250,473,3,863.97"
"721,250,647,2,845.18"
"722,251,213,1,561.78"
"723,251,125,4,19.92"
"724,252,655,3,154.35"
"725,252,29,5,902.25"
"726,252,428,5,505.35"
"727,252,373,4,577.73"
"728,253,677,1,148.26"
"729,253,929,4,305.25"
"730,253,865,4,396.45"
"731,253,1,4,50.89"
"732,253,808,2,160.24"
"733,254,715,1,449.95"
"734,254,137,4,714.02"
"735,254,469,4,511.3"
"736,254,710,1,204.69"
"737,255,449,3,485.23"
"738,256,978,4,339.75"
"739,256,501,4,642.81"
"740,256,972,3,432.07"
"741,256,793,5,488.07"
"742,256,864,2,511.86"
"743,257,484,1,386.59"
"744,257,189,2,711.57"
"745,257,28,2,962.27"
"746,258,317,1,235.19"
"747,258,190,1,181.84"
"748,258,574,5,65.57"
"749,258,66,3,871.23"
"750,259,72,5,105.44"
"751,259,637,2,386.45"
"752,259,268,3,510.91"
"753,259,945,2,502.57"
"754,259,967,4,618.52"
"755,260,272,4,880.86"
"756,260,773,2,274.46"
"757,260,295,2,349.07"
"758,260,302,4,301.16"
"759,261,959,3,367.13"
"760,261,253,1,575.5"
"761,262,366,2,805.17"
"762,263,267,3,219.06"
"763,263,103,5,952.76"
"764,263,310,5,590.61"
"765,263,920,4,234.66"
"766,263,914,3,305.97"
"767,264,472,4,600.35"
"768,264,281,2,27.77"
"769,265,87,5,836.67"
"770,265,495,2,350.85"
"771,265,480,1,734.92"
"772,265,555,3,511.92"
"773,266,443,4,629.62"
"774,266,394,2,931.64"
"775,266,689,5,758.94"
"776,267,391,4,642.56"
"777,267,55,1,906.07"
"778,267,669,3,822.52"
"779,267,160,3,431.75"
"780,267,126,2,391.83"
"781,268,324,2,570.87"
"782,268,277,4,389.64"
"783,268,150,2,900.17"
"784,269,945,2,502.57"
"785,269,267,3,219.06"
"786,269,265,3,573.34"
"787,270,460,5,874.34"
"788,271,548,3,238.39"
"789,271,458,5,851.91"
"790,272,134,5,378.26"
"791,272,893,4,425.01"
"792,273,765,3,566.91"
"793,273,437,5,250.61"
"794,273,777,4,502.82"
"795,273,822,5,226.2"
"796,273,862,1,713.42"
"797,274,87,2,836.67"
"798,274,726,2,634.49"
"799,275,145,1,811.55"
"800,275,530,4,486.06"
"801,275,526,4,206.05"
"802,276,431,5,553.96"
"803,276,984,1,796.87"
"804,276,293,3,571.55"
"805,276,856,4,305.36"
"806,277,692,5,201.71"
"807,277,716,5,788.26"
"808,278,733,5,481.94"
"809,279,285,5,360.54"
"810,279,769,4,431.55"
"811,279,191,3,564.72"
"812,280,38,1,881.6"
"813,280,773,2,274.46"
"814,281,319,5,48.32"
"815,281,316,1,259.83"
"816,282,943,1,706.08"
"817,282,295,1,349.07"
"818,282,235,3,30.3"
"819,283,546,4,26.19"
"820,283,150,5,900.17"
"821,283,647,3,845.18"
"822,284,246,4,638.7"
"823,284,365,1,713.49"
"824,284,612,4,432.71"
"825,285,684,2,361.81"
"826,285,97,4,866.2"
"827,285,281,5,27.77"
"828,286,968,5,72.89"
"829,287,924,4,854.52"
"830,287,480,4,734.92"
"831,287,905,5,829.35"
"832,287,593,4,996.5"
"833,287,532,2,398.82"
"834,288,703,2,223.21"
"835,288,437,1,250.61"
"836,288,331,4,780.95"
"837,288,671,3,707.74"
"838,288,27,1,641.07"
"839,289,614,5,460.18"
"840,289,909,5,389.39"
"841,289,224,1,601.66"
"842,290,804,1,660.0"
"843,290,746,5,887.82"
"844,290,239,1,944.79"
"845,290,784,5,689.28"
"846,290,723,2,136.88"
"847,291,522,3,455.09"
"848,291,526,3,206.05"
"849,291,206,2,916.46"
"850,291,993,2,880.3"
"851,292,556,3,517.09"
"852,292,470,2,732.42"
"853,292,231,2,380.31"
"854,292,460,3,874.34"
"855,292,712,1,489.02"
"856,293,334,3,261.22"
"857,294,620,3,47.21"
"858,295,145,2,811.55"
"859,296,896,2,365.23"
"860,296,578,1,296.24"
"861,296,505,5,643.6"
"862,297,22,4,178.61"
"863,297,161,5,424.1"
"864,297,455,5,639.45"
"865,297,378,3,384.76"
"866,297,694,4,426.26"
"867,298,790,4,490.62"
"868,299,448,4,346.66"
"869,299,553,1,98.22"
"870,300,429,1,215.47"
"871,300,884,1,843.25"
"872,301,190,1,181.84"
"873,301,543,2,863.73"
"874,302,443,5,629.62"
"875,302,589,5,764.07"
"876,302,273,3,489.07"
"877,303,13,1,179.17"
"878,303,896,5,365.23"
"879,304,889,5,132.65"
"880,304,153,5,928.62"
"881,305,479,1,313.1"
"882,305,908,3,567.94"
"883,305,914,5,305.97"
"884,306,919,4,631.51"
"885,307,408,2,891.56"
"886,307,43,1,917.09"
"887,307,549,3,652.75"
"888,307,221,2,609.34"
"889,308,827,2,424.06"
"890,308,565,2,131.98"
"891,309,337,2,773.92"
"892,309,931,5,775.1"
"893,310,555,2,511.92"
"894,310,864,4,511.86"
"895,310,201,5,688.44"
"896,311,85,5,902.76"
"897,311,316,5,259.83"
"898,312,327,3,591.08"
"899,312,990,1,828.05"
"900,313,725,4,146.49"
"901,313,150,4,900.17"
"902,313,588,1,970.35"
"903,313,244,5,875.23"
"904,314,300,2,955.1"
"905,314,275,1,259.53"
"906,314,408,4,891.56"
"907,315,84,4,28.75"
"908,315,453,5,566.16"
"909,315,803,5,219.98"
"910,316,695,4,261.74"
"911,316,480,3,734.92"
"912,316,995,1,30.78"
"913,316,830,5,873.37"
"914,317,453,5,566.16"
"915,317,935,3,85.28"
"916,318,350,3,500.08"
"917,318,135,4,748.36"
"918,318,468,3,777.21"
"919,318,44,1,22.76"
"920,318,724,2,248.64"
"921,319,946,3,791.18"
"922,319,474,3,759.19"
"923,320,513,4,293.99"
"924,320,137,2,714.02"
"925,320,121,1,113.07"
"926,320,550,2,987.0"
"927,320,349,1,939.7"
"928,321,683,5,825.92"
"929,321,529,5,872.67"
"930,321,742,4,764.93"
"931,321,513,4,293.99"
"932,322,648,3,713.95"
"933,322,439,3,895.5"
"934,322,893,2,425.01"
"935,322,563,3,318.95"
"936,322,424,1,238.75"
"937,323,292,5,981.09"
"938,323,88,3,695.26"
"939,323,538,3,939.82"
"940,323,599,3,306.89"
"941,323,154,1,259.63"
"942,324,229,3,880.76"
"943,324,62,3,365.2"
"944,325,298,1,560.47"
"945,325,463,3,680.69"
"946,325,505,4,643.6"
"947,325,811,2,144.36"
"948,325,422,3,270.16"
"949,326,471,5,862.71"
"950,326,9,4,708.26"
"951,326,251,5,416.34"
"952,326,187,1,974.34"
"953,327,382,2,769.78"
"954,327,301,5,923.55"
"955,328,53,4,409.72"
"956,329,240,4,840.6"
"957,329,469,4,511.3"
"958,329,769,2,431.55"
"959,329,720,5,178.09"
"960,330,944,1,544.56"
"961,331,974,5,462.45"
"962,332,425,2,418.93"
"963,332,418,4,395.39"
"964,332,524,2,632.51"
"965,333,937,2,659.16"
"966,334,702,4,133.62"
"967,334,433,4,603.74"
"968,334,732,1,682.74"
"969,335,238,5,191.73"
"970,335,341,4,920.21"
"971,335,49,1,639.84"
"972,335,666,1,573.08"
"973,335,654,4,627.14"
"974,336,933,1,761.28"
"975,336,663,5,200.94"
"976,337,689,3,758.94"
"977,338,882,4,988.89"
"978,338,492,4,877.77"
"979,339,133,4,778.06"
"980,339,859,4,708.66"
"981,339,918,1,191.58"
"982,339,24,5,932.68"
"983,340,937,2,659.16"
"984,340,357,3,873.54"
"985,341,133,4,778.06"
"986,341,938,1,641.89"
"987,341,787,2,569.64"
"988,342,327,5,591.08"
"989,342,808,1,160.24"
"990,343,551,1,635.67"
"991,343,180,3,862.55"
"992,343,926,2,424.23"
"993,343,515,1,859.44"
"994,344,458,2,851.91"
"995,345,91,2,581.3"
"996,345,786,4,256.67"
